CountyName,yw,weeklyCasesSum,weeklyCases,PopulationCensus16
Clare,2022-07-17,32566.888576550486,-296.1336701458167,118817
Clare,2022-07-24,32655.38000214014,352.7633732065842,118817
Clare,2022-07-31,32715.97739140263,-79.71442277980532,118817
Clare,2022-08-07,32771.76546405699,23.084719719034183,118817
Clare,2022-08-14,32817.93490349506,-4.809316608159861,118817
Clare,2022-08-21,32854.72617554726,0.24046583042218117,118817
Clare,2022-08-28,32883.58207519607,1.4427949824821553,118817
Clare,2022-09-04,32911.115412777646,6.612810336147959,118817
Clare,2022-09-11,32941.895039069685,4.5688507777013,118817
Clare,2022-09-18,32976.281652817845,0.3606987456587376,118817
Clare,2022-09-25,33016.920378156545,2.645124134418438,118817
Clare,2022-10-02,33057.07817183449,-6.733043251297204,118817
Clare,2022-10-09,33096.87526676679,0.12023291511286516,118817
Clare,2022-10-16,33137.634225020716,1.3225620672747027,118817
Clare,2022-10-23,33181.39900615473,2.0439595584539347,118817
Clare,2022-10-30,33215.06422241166,-13.1053877571685,118817
Clare,2022-11-06,33244.040354975674,5.41048118416802,118817
